0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,Label
0,0,0,1,0,1,1,1,1,4,15,13,20,20,10,13,0,0,0,1,0,1,1,2,3,2,11,16,18,19,15,11,37,28,14,8,8,4,1,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,4,2,9,17,21,16,12,12,7,0,0,0,0,1,0,0,3,2,7,11,15,25,17,7,12,37,19,17,17,3,3,2,1,1,0,0,0,0,0,0,0,Class_4
0,0,1,0,0,2,2,2,3,4,11,13,17,19,13,13,0,0,0,0,3,1,2,1,4,5,11,19,17,17,15,5,37,23,20,6,7,6,0,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,1,2,0,2,7,9,24,13,15,18,9,0,0,0,0,0,2,1,2,0,6,15,22,11,18,16,7,48,13,18,8,5,7,1,0,0,0,0,0,0,0,0,0,Class_4
1,0,1,0,0,0,2,0,1,6,17,14,7,19,15,17,0,0,1,1,2,0,4,1,3,7,11,13,13,19,13,12,43,16,12,11,8,8,2,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,2,0,0,1,0,5,7,16,13,14,17,15,10,0,0,0,1,1,0,0,1,2,4,12,15,15,20,15,14,39,15,12,15,7,8,4,0,0,0,0,0,0,0,0,0,Class_4
0,1,0,0,2,3,1,2,3,7,12,14,16,20,15,4,1,0,0,1,3,1,1,3,2,4,13,15,13,21,13,9,48,14,14,10,6,4,2,0,0,1,0,1,0,0,0,0,Class_4
0,0,0,1,2,0,0,1,9,6,18,14,12,18,9,10,0,0,0,0,2,1,0,0,4,10,8,16,16,14,16,13,34,18,24,9,6,4,3,2,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,0,2,1,1,3,13,16,17,15,20,8,3,0,0,0,0,1,1,1,1,2,5,12,22,15,16,14,10,50,15,13,17,5,0,0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,2,2,1,1,3,3,12,17,18,16,18,6,0,0,1,1,1,2,1,1,4,3,10,17,17,19,18,5,36,12,15,15,13,7,2,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,1,1,0,0,2,3,21,18,18,23,9,4,0,0,0,0,0,2,0,0,0,4,17,22,16,19,12,8,60,18,13,7,2,0,0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,1,0,1,3,3,12,27,18,11,17,7,0,0,0,0,1,0,0,2,2,2,17,21,20,14,15,6,51,11,14,13,10,0,1,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,1,0,1,1,4,9,12,15,16,11,23,6,0,0,0,1,1,0,1,2,2,11,9,18,13,20,9,13,38,21,16,13,8,3,1,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,2,2,1,1,3,6,10,16,17,16,18,8,0,0,0,0,3,2,0,1,4,7,9,19,17,15,16,7,44,21,10,15,7,1,0,0,2,0,0,0,0,0,0,0,Class_4
0,0,0,1,0,0,4,2,1,4,19,13,21,14,14,7,0,0,0,1,0,1,3,2,1,6,14,17,22,15,12,6,42,19,14,14,9,1,0,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,1,1,0,3,4,8,13,14,18,15,8,15,0,0,0,0,1,1,1,1,3,6,17,14,12,13,19,12,43,20,10,15,10,0,2,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,3,0,5,2,7,16,16,18,19,9,5,0,0,0,0,1,1,2,2,4,3,13,22,12,21,14,5,38,18,11,16,10,3,1,3,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,1,0,2,3,12,22,18,14,17,11,0,0,0,0,0,0,1,1,1,5,15,17,23,12,16,9,43,26,15,6,8,2,0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,1,0,1,2,4,7,14,16,6,17,15,17,0,0,0,0,1,0,1,4,3,6,13,14,8,13,21,16,51,17,9,13,5,5,0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,0,1,2,2,3,5,10,22,16,17,13,8,0,0,0,0,1,0,3,4,2,4,15,18,16,12,17,8,48,18,15,8,7,3,1,0,0,0,0,0,0,0,0,0,Class_4
0,0,1,1,1,1,2,1,1,6,21,15,14,20,11,5,0,0,1,1,1,1,1,1,2,6,17,15,13,25,12,4,45,16,13,16,2,5,3,0,0,0,0,0,0,0,0,0,Class_4
0,0,1,0,1,1,0,2,3,9,16,20,14,13,12,8,0,0,0,0,2,1,0,0,0,2,15,18,21,11,19,11,49,20,14,9,6,0,2,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,1,1,0,1,2,3,12,22,19,17,14,7,0,0,1,1,0,1,1,1,0,4,13,19,13,26,11,9,46,15,22,7,8,0,1,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,2,1,1,4,7,18,14,11,17,21,4,0,0,0,0,2,0,2,1,3,9,16,16,10,12,24,5,51,15,14,11,4,2,2,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,1,0,1,2,2,6,11,17,16,18,17,9,0,0,0,0,1,2,3,0,2,6,11,23,16,15,11,10,47,9,15,14,7,5,2,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,2,0,2,2,2,2,14,7,19,13,17,15,5,0,0,0,0,3,1,1,3,0,8,16,21,15,13,12,7,36,18,18,15,4,4,2,2,1,0,0,0,0,0,0,0,Class_4
0,0,0,1,3,0,1,0,5,7,19,19,18,17,5,5,0,0,0,1,1,2,2,1,0,6,11,20,24,14,13,5,32,27,16,10,8,2,3,0,1,0,1,0,0,0,0,0,Class_4
0,0,1,2,0,1,1,2,0,5,9,23,14,18,12,12,0,0,1,1,2,1,1,2,0,4,17,16,15,20,8,12,44,14,21,12,2,3,3,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,2,3,0,3,4,20,8,17,16,20,7,0,0,0,0,0,1,3,1,2,5,18,11,12,18,17,12,56,15,11,8,7,2,0,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,1,0,0,2,1,11,10,21,17,14,11,11,0,1,0,0,1,0,1,2,2,8,11,20,18,16,10,10,47,17,14,14,2,4,2,0,0,0,0,0,0,0,0,0,Class_4
56,22,11,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,10,22,21,28,9,4,0,0,0,0,0,0,1,0,1,7,9,21,23,25,8,5,Class_5
45,26,16,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,23,22,20,14,4,0,0,0,0,0,0,0,1,0,4,11,18,24,20,15,7,Class_5
33,24,21,15,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,15,21,19,20,7,5,0,0,0,0,0,0,1,3,1,3,12,17,30,17,13,3,Class_5
49,25,15,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,12,22,28,17,11,3,0,0,0,0,0,0,2,1,0,3,12,24,28,14,12,4,Class_5
52,20,14,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,14,15,19,23,12,8,0,0,0,0,0,2,1,0,2,7,11,17,21,16,14,9,Class_5
28,24,18,13,9,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,6,7,24,16,18,17,5,3,0,0,0,0,0,0,0,3,4,8,15,24,17,15,10,4,Class_5
48,20,18,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,15,16,19,15,18,6,0,0,0,0,0,0,0,0,2,6,16,20,16,21,13,6,Class_5
47,27,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,12,25,22,28,8,2,0,0,0,0,0,0,1,0,1,0,15,20,26,19,15,3,Class_5
46,20,19,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,16,27,16,17,9,5,0,0,0,0,0,0,0,0,2,1,8,29,19,23,14,4,Class_5
35,25,21,12,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,12,13,20,18,17,13,3,0,0,0,0,0,2,1,1,1,10,15,20,19,18,10,3,Class_5
42,31,11,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,18,15,24,23,8,4,0,0,0,0,0,0,0,0,2,4,10,24,21,18,16,5,Class_5
57,18,13,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,16,23,30,14,8,4,0,0,0,0,0,0,0,2,0,5,12,33,26,15,4,3,Class_5
36,20,20,10,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,6,19,21,16,22,10,0,0,0,0,0,0,1,1,2,4,6,17,18,16,21,8,6,Class_5
50,13,14,12,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,8,14,19,17,16,13,5,0,0,0,0,0,1,1,0,3,7,15,19,19,17,14,4,Class_5
40,18,21,10,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,16,19,19,18,14,3,0,0,0,0,0,0,2,0,2,4,14,22,18,19,12,7,Class_5
44,26,12,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,21,27,27,6,1,0,0,0,0,0,0,0,0,0,5,14,24,29,21,5,2,Class_5
30,17,27,13,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,7,21,18,19,20,7,3,0,0,0,0,0,0,1,1,8,13,16,15,17,11,12,6,Class_5
43,34,16,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,13,21,14,25,17,3,0,0,0,0,0,1,1,1,1,0,12,19,21,21,21,2,Class_5
61,22,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,19,15,24,20,12,3,0,0,0,0,0,0,0,1,2,3,14,23,19,25,11,2,Class_5
43,25,15,9,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,19,20,17,16,15,5,0,0,0,0,0,0,1,0,4,6,14,17,23,17,12,6,Class_5
51,28,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,22,23,19,20,2,0,0,0,0,0,0,0,0,4,2,9,17,27,21,17,3,Class_5
33,30,15,13,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,19,20,18,17,6,5,0,0,0,0,0,0,1,2,1,6,14,24,24,15,12,1,Class_5
68,13,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,14,22,24,19,12,4,0,0,0,0,0,0,1,0,1,3,14,25,21,18,16,1,Class_5
54,22,10,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,7,22,33,15,8,7,0,0,0,0,0,0,0,0,2,6,13,22,27,17,8,5,Class_5
58,20,14,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,15,20,17,20,19,2,0,0,0,0,0,0,0,1,2,3,16,21,18,12,21,6,Class_5
36,21,20,15,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,8,9,26,26,16,5,4,0,0,0,0,0,0,0,1,3,13,20,20,19,14,7,3,Class_5
33,26,19,14,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,19,19,25,15,11,4,0,0,0,1,0,0,0,0,5,5,17,19,27,18,5,3,Class_5
57,20,15,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,26,28,16,11,2,0,0,0,0,0,0,0,0,0,1,14,26,27,16,13,3,Class_5
44,23,23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,18,22,18,22,8,4,0,0,0,0,0,0,2,2,0,8,17,20,19,21,7,4,Class_5
44,27,15,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,11,19,15,25,14,5,0,0,0,0,0,0,2,3,0,2,10,20,26,20,13,4,Class_5
0,0,0,0,0,0,0,1,3,11,8,8,34,19,11,5,48,31,13,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,7,20,25,23,7,6,Class_6
0,0,0,0,0,0,0,0,3,9,15,14,22,21,7,9,40,28,16,5,2,1,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,13,19,15,21,12,10,6,Class_6
0,0,0,0,0,0,0,1,2,4,13,23,30,14,6,7,45,27,16,1,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,12,28,24,17,3,8,Class_6
0,0,0,0,0,0,0,0,1,9,17,23,23,16,8,3,52,25,13,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,27,27,19,1,4,Class_6
0,0,0,0,0,0,0,0,0,3,12,30,33,13,6,3,49,29,14,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,24,33,18,4,5,Class_6
0,0,0,0,0,0,0,1,1,1,16,30,30,12,7,2,50,26,13,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,27,29,17,4,5,Class_6
0,0,0,0,0,0,0,0,1,3,16,33,24,11,4,8,49,28,10,4,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,14,30,21,11,5,9,Class_6
0,0,0,0,0,0,0,0,1,3,11,17,29,21,11,7,53,30,11,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,12,29,20,22,6,7,Class_6
0,0,0,0,0,0,0,1,2,7,14,24,23,14,7,8,54,28,10,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,12,23,27,16,11,5,Class_6
0,0,0,0,0,0,0,1,0,10,13,30,22,16,5,3,53,23,11,7,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,29,29,19,5,4,Class_6
0,0,0,0,0,0,2,1,4,8,12,27,17,20,7,2,52,31,7,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,33,20,20,6,3,Class_6
0,0,0,0,0,0,0,0,5,6,19,23,20,10,9,8,40,28,11,9,1,1,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,17,31,22,4,4,10,Class_6
0,0,0,0,0,0,0,0,1,3,10,24,30,22,6,4,51,25,14,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,17,29,26,9,4,Class_6
0,0,0,0,0,0,0,0,1,2,11,16,30,33,5,2,64,28,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,22,40,21,6,2,Class_6
0,0,0,0,0,0,0,0,0,0,4,31,28,24,10,3,52,23,15,4,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,26,23,17,9,7,Class_6
0,0,0,0,0,0,0,1,0,2,22,25,25,17,3,5,57,26,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,37,27,12,3,4,Class_6
0,0,0,0,0,0,0,1,0,2,7,23,37,19,8,3,54,29,11,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,22,30,24,8,3,Class_6
0,0,0,0,0,0,0,0,1,6,12,20,30,19,7,5,43,34,13,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,17,21,27,16,4,3,Class_6
0,0,0,0,0,0,0,0,3,4,22,20,18,13,10,10,40,26,18,5,2,3,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,4,22,22,14,15,7,11,Class_6
0,0,0,0,0,0,0,0,1,2,25,30,15,18,7,2,47,40,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,32,29,6,1,Class_6
0,0,0,0,0,0,0,0,4,9,10,27,24,17,5,4,47,28,13,4,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,18,28,25,7,7,Class_6
0,0,0,0,0,0,1,2,0,5,18,27,19,18,7,3,52,28,10,5,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,7,12,19,26,20,5,7,Class_6
0,0,0,0,0,0,2,0,1,2,11,17,31,20,12,4,54,24,16,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,12,16,25,25,11,2,Class_6
0,0,0,0,0,0,1,1,4,10,13,21,22,16,9,3,41,22,19,7,3,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,10,7,14,25,18,12,5,2,Class_6
0,0,0,0,0,0,0,0,0,2,11,11,36,30,5,5,56,29,8,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,23,32,12,4,Class_6
0,0,0,0,0,0,0,0,0,4,12,25,29,18,7,5,44,27,17,6,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,24,28,19,2,6,Class_6
0,0,0,0,0,0,0,0,1,6,18,24,34,10,3,4,51,27,11,6,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,19,22,30,12,2,4,Class_6
0,0,0,0,0,0,0,0,0,1,8,32,34,17,7,1,62,30,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,28,36,14,7,1,Class_6
0,0,0,0,0,0,1,1,3,4,11,23,26,22,4,5,51,23,18,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,16,22,32,16,5,4,Class_6
0,0,0,0,0,0,1,0,0,10,14,22,21,14,6,12,39,38,10,3,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,20,20,21,15,5,8,Class_6
